"entity_ID","geo_entity","longitude","latitude","area","dist","age_Ma","geology","spec_num","end_num","max_elev","mean_temp","mean_prec","mean_homogeneity"
614,"Marianne",55.9211,-4.341997,1.0725,1309.827,NA,"fragment",68,0,NA,27.04,2283,0.0643
615,"North Island, Seychelles",55.244573,-4.392996,2.1243,1259.043,NA,"fragment",85,0,10,26.95,2301,0.1569
616,"Therese",55.401325,-4.674044,0.8632,1293.027,NA,"fragment",83,0,NA,26.9,2237,NA
633,"Cousine",55.647724,-4.350736,0.3187,1288.985,NA,"fragment",14,0,NA,27,2233,NA
674,"Robins Island",-72.462072,40.969205,1.8742,30.672,NA,"shelf",146,0,22,11.59,1154,0.1498
680,"Pagan",145.766701,18.116355,48.0369,2495.119,5,"volcanic",115,0,510,26.72,1901,0.1805
700,"Little Cayman",-80.04026,19.684628,35.8054,598.951,1.2,"floor",221,3,11,27,1198,0.2351
711,"Thera",25.436079,36.398299,76.6987,169.994,4,"volcanic",564,0,414,18.36,382.5,0.218
736,"Corsica",9.105559,42.151732,8739.2112,82.363,23,"fragment",3041,24,2404,13.36,833.8,0.3019
737,"Crete, Karpathos, Kasos, Saria",24.949888,35.246776,8691.5266,85.205,NA,"fragment",1819,0,2336,16.21,695.5,0.334
738,"Sicily",14.155497,37.587635,25453.6253,3.08,NA,"fragment",2431,144,3237,15.87,532.3,0.2788
739,"Sardinia",9.036224,40.090224,23784.2013,184.247,NA,"fragment",2161,171,1812,15.66,654.7,0.3285
780,"Guam",144.777038,13.443537,549.4106,2657.711,25,"floor",358,9,342,27,2537,0.2223
920,"Ikaria",26.15185,37.595995,254.9646,49.921,NA,"shelf",981,10,985,15.73,614.4,0.2877
923,"Yioura",24.166649,39.391115,11.0184,59.53,NA,"shelf",433,2,536,16.46,705.2,0.2644
925,"San Lorenzo",-112.82983,28.637236,37.2821,16.298,3.9,"floor",81,0,419,23.97,100.1,0.474
927,"San Estéban",-112.577719,28.701964,40.5675,34.648,1.25,"volcanic",123,1,354,23.37,109.9,0.4903
928,"San Pedro Mártir",-112.3072,28.381396,2.8827,49.807,1.25,"floor",25,0,NA,NA,NA,0.1721
929,"San Pedro Nolasco",-111.379026,27.968392,3.4803,14.856,1.2,"floor",56,4,123,24.1,195.8,0.2616
930,"Tortuga",-111.880296,27.441629,11.4217,35.566,1.25,"volcanic",75,0,196,23.61,159,0.3394
931,"San Marcos",-112.074207,27.218583,29.5984,4.824,3.9,"volcanic",138,0,222,24.04,157.5,0.4743
932,"San Ildefonso",-111.429672,26.63194,1.0179,10.04,1.25,"floor",34,0,NA,NA,NA,NA
933,"Coronado",-111.273868,26.119901,7.5807,2.644,1.2,"volcanic",121,0,86,24.79,181.5,0.378
934,"Carmen",-111.153964,25.964707,147.792,7.876,1.25,"shelf",188,0,396,24.16,215,0.4074
935,"Danzante",-111.251841,25.787374,4.1802,2.66,1.25,"shelf",128,0,32,24.8,198.8,0.3637
936,"Monserrat (Sea of Cortés)",-111.035107,25.683273,18.9801,13.665,3.9,"volcanic",123,0,0,24.4,230.8,0.4406
937,"Santa Catalina",-110.779583,25.650896,40.3891,25.115,NA,"shelf",117,1,9,24.59,212.9,0.3497
938,"Santa Cruz",-110.715872,25.285308,13.5484,19.854,NA,"shelf",97,0,323,24.13,245.3,0.3126
939,"San Diego",-110.699124,25.199186,0.6444,18.995,NA,"shelf",73,0,NA,25,209,NA
940,"San José",-110.621904,24.980577,183.7105,4.753,2.6,"shelf",213,0,563,24.11,230,0.4718
941,"San Francisco",-110.573185,24.829748,4.2687,7.473,3.9,"shelf",108,0,32,25.08,211.8,0.5115
943,"Cerralvo",-109.874134,24.233087,139.1444,8.642,1.2,"shelf",224,1,684,23.58,236.4,0.3791
944,"Alcatraz",-111.967814,28.811278,0.4539,1.543,NA,"shelf",41,0,13,24.7,131.7,NA
945,"Cholludo",-112.30557,28.73751,0.0754,28.403,1.25,"shelf",28,0,NA,24.2,105,NA
946,"Datíl",-112.290641,28.721227,1.4721,28.401,1.25,"floor",99,0,3,24.1,110.6,NA
947,"Granito",-113.539487,29.564357,0.2724,27.957,1.2,"floor",4,0,5,23.65,82,NA
948,"Las Ánimas",-110.510447,25.112882,0.1405,26.977,3.96,"floor",11,0,NA,NA,NA,NA
950,"Mejía",-113.570312,29.556631,2.5107,24.311,1.2,"floor",30,0,93,23.51,90,0.333
951,"Partida Norte",-113.040126,28.891593,1.0368,17.824,1.2,"volcanic",16,0,NA,24.28,89.5,NA
952,"Patos",-112.459867,29.270494,0.4829,8.825,1.2,"floor",10,0,0,24.6,98.75,NA
953,"Rasa",-112.980277,28.823965,0.6407,20.766,1.2,"volcanic",19,0,NA,NA,NA,NA
954,"Salsipuedes",-112.956152,28.727266,1.2393,19.197,3.9,"floor",15,0,2,24.4,90.67,NA
955,"San Luis",-114.476005,30.018485,0.3825,6.821,1.25,"volcanic",10,0,NA,24.3,84,NA
956,"Santa Ines",-111.911774,27.037628,0.2768,4.705,14.15,"volcanic",5,0,NA,NA,NA,NA
957,"Smith",-113.5099,29.071212,8.8305,2.174,NA,"shelf",71,0,319,23.78,75.08,0.7832
958,"Ventana",-113.510182,28.996111,1.3055,3.143,1.25,"shelf",61,0,27,24.05,69.17,0.4503
959,"Cabeza de Caballo",-113.479472,28.972369,0.7316,2.008,1.3,"volcanic",35,0,11,24.08,75.6,NA
960,"Piojo",-113.465221,29.017921,0.698,6.27,NA,"shelf",26,0,8,24.1,74,NA
961,"Mitlan",-113.518268,29.0672,0.1769,2.016,NA,"shelf",34,0,13,23.9,73,NA
962,"Pata",-113.513949,29.01457,0.152,2.58,NA,"shelf",36,0,NA,24.1,68,NA
963,"Flecha",-113.52278,29.005173,0.1369,2.866,NA,"shelf",16,0,NA,24.1,68,NA
964,"Bota",-113.513495,29.011024,0.1027,2.951,NA,"shelf",29,0,NA,24.1,68,NA
965,"Coronadito",-113.529155,29.09776,0.0666,3.036,1.25,"volcanic",19,0,NA,24,77,NA
966,"Gemelito East",-113.475557,28.956229,0.0806,0.775,1.3,"volcanic",11,0,NA,24.2,75,NA
967,"Jorobado",-113.524526,29.012202,0.0426,2.261,NA,"shelf",6,0,NA,24.1,67,NA
970,"Gemelito West",-113.481895,28.955863,0.0578,0.773,1.3,"volcanic",10,0,NA,24.2,74.5,NA
985,"Rhodos",27.9527,36.184622,1401.1239,17.577,62,"fragment",1267,7,1092,18.25,713.8,0.3991
986,"Mahe",55.46728,-4.676443,163.0128,1288.291,NA,"fragment",256,6,757,25.89,2555,0.2617
989,"Ile St Anne",55.501058,-4.607185,1.4611,1296.469,NA,"fragment",45,0,0,27.01,2161,0.1735
990,"Ile au Cerf",55.50045,-4.634783,1.132,1298.439,NA,"fragment",22,0,NA,27,2088,0.09297
992,"Ile Longue",55.508217,-4.626599,0.2452,1298.778,NA,"fragment",39,0,NA,27,2153,NA
993,"Ile Moyenne",55.508278,-4.619597,0.0951,1298.596,NA,"fragment",4,0,NA,27,2170,NA
994,"Ile Anonyme",55.52594,-4.659656,2.1401,1302.286,NA,"fragment",27,0,NA,27,2142,0.505
999,"Ile aux Vaches Marines",55.433581,-4.685866,0.0458,1297.304,0.127,"atoll",13,0,NA,27,2068,NA
1003,"Praslin",55.730145,-4.32388,39.3215,1287.551,NA,"fragment",166,0,284,26.66,2421,0.2475
1004,"La Digue",55.837878,-4.360895,10.5737,1302.941,NA,"fragment",54,0,124,26.77,2432,0.2039
1005,"Booby Island",55.673357,-4.258608,0.0614,1284.167,NA,"fragment",8,0,NA,27.1,2136,NA
1007,"Ile Ronde, Praslin",55.790149,-4.340986,0.1587,1299.724,NA,"fragment",8,0,NA,27,2165,NA
1010,"Cocos",55.865363,-4.312197,0.0371,1303.633,NA,"fragment",7,0,1,27.1,2218,NA
1011,"Petit Soeur",55.855516,-4.288182,0.5162,1300.392,NA,"fragment",13,0,NA,27.03,2249,NA
1012,"Mamelles",55.540212,-4.484201,0.0985,1291.264,NA,"fragment",8,0,NA,27,2238,NA
1013,"Recifs",55.763609,-4.582283,0.2962,1316.319,NA,"fragment",9,0,NA,27,2251,NA
1014,"Fregate",55.941317,-4.586333,2.2996,1329.886,NA,"fragment",106,0,8,26.94,2351,0.2807
1015,"Ilot Fregates",55.90733,-4.601562,0.1,1329.158,NA,"fragment",7,0,NA,27,2243,NA
1017,"Aride",55.666569,-4.212571,0.8339,1279.53,NA,"fragment",55,0,NA,27,2235,NA
1020,"Platte",55.384663,-5.863691,0.5642,1382.827,0.127,"atoll",31,0,15,26.9,2325,NA
1021,"St Joseph",53.358119,-5.437121,1.5818,1191.649,0.127,"atoll",31,0,NA,26.8,2128,NA
