"","Acrocomia_aculeata","Acrocomia_hassleri","Aiphanes_acaulis","Aiphanes_chiribogensis","Aiphanes_deltoidea","Aiphanes_duquei","Aiphanes_eggersii","Aiphanes_erinacea","Aiphanes_gelatinosa","Aiphanes_grandis","Aiphanes_hirsuta","Aiphanes_horrida","Aiphanes_leiostachys","Aiphanes_lindeniana","Aiphanes_linearis","Aiphanes_macroloba","Aiphanes_minima","Aiphanes_parvifolia","Aiphanes_simplex","Aiphanes_spicata","Aiphanes_tricuspidata","Aiphanes_ulei","Aiphanes_verrucosa","Aiphanes_weberbaueri","Allagoptera_arenaria","Allagoptera_brevicalyx","Allagoptera_campestris","Allagoptera_leucocalyx","Ammandra_decasperma","Aphandra_natalia","Asterogyne_guianensis","Asterogyne_martiana","Asterogyne_ramosa","Asterogyne_spicata","Asterogyne_yaracuyense","Astrocaryum_acaule","Astrocaryum_aculeatissimum","Astrocaryum_aculeatum","Astrocaryum_alatum","Astrocaryum_campestre","Astrocaryum_chambira","Astrocaryum_confertum","Astrocaryum_huaimi","Astrocaryum_jauari","Astrocaryum_malybo","Astrocaryum_mexicanum","Astrocaryum_murumuru","Astrocaryum_paramaca","Astrocaryum_sciophilum","Astrocaryum_standleyanum","Astrocaryum_triandrum","Astrocaryum_vulgare","Attalea_allenii","Attalea_amygdalina","Attalea_attaleoides","Attalea_butyracea","Attalea_cohune","Attalea_colenda","Attalea_crassispatha","Attalea_cuatrecasana","Attalea_dahlgreniana","Attalea_dubia","Attalea_eichleri","Attalea_exigua","Attalea_funifera","Attalea_geraensis","Attalea_humilis","Attalea_iguadummat","Attalea_insignis","Attalea_luetzelburgii","Attalea_maripa","Attalea_microcarpa","Attalea_nucifera","Attalea_oleifera","Attalea_phalerata","Attalea_pindobassu","Attalea_racemosa","Attalea_septuagenata","Attalea_speciosa","Attalea_spectabilis","Attalea_tessmannii","Bactris_acanthocarpa","Bactris_acanthocarpoides","Bactris_aubletiana","Bactris_bahiensis","Bactris_balanophora","Bactris_barronis","Bactris_bidentula","Bactris_bifida","Bactris_brongniartii","Bactris_campestris","Bactris_caryotifolia","Bactris_caudata","Bactris_charnleyae","Bactris_coloniata","Bactris_coloradonis","Bactris_concinna","Bactris_constanciae","Bactris_corossilla","Bactris_cuspidata","Bactris_dianeura","Bactris_elegans","Bactris_ferruginea","Bactris_fissifrons","Bactris_gasipaes","Bactris_gastoniana","Bactris_glandulosa","Bactris_glassmanii","Bactris_glaucescens","Bactris_gracilior","Bactris_grayumii","Bactris_guineensis","Bactris_hatschbachii","Bactris_hirta","Bactris_killipii","Bactris_kunorum","Bactris_longiseta","Bactris_macroacantha","Bactris_major","Bactris_maraja","Bactris_mexicana","Bactris_militaris","Bactris_oligocarpa","Bactris_oligoclada","Bactris_panamensis","Bactris_pickelii","Bactris_pilosa","Bactris_pliniana","Bactris_plumeriana","Bactris_ptariana","Bactris_rhaphidacantha","Bactris_riparia","Bactris_setosa","Bactris_setulosa","Bactris_simplicifrons","Bactris_soeiroana","Bactris_syagroides","Bactris_tefensis","Bactris_tomentosa","Bactris_turbinocarpa","Bactris_vulgaris","Barcella_odora","Brahea_aculeata","Brahea_armata","Brahea_brandegeei","Brahea_calcarea","Brahea_decumbens","Brahea_dulcis","Brahea_moorei","Brahea_pimo","Butia_archeri","Butia_campicola","Butia_capitata","Butia_eriospatha","Butia_leptospatha","Butia_microspadix","Butia_paraguayensis","Butia_purpurascens","Butia_yatay","Calyptrogyne_allenii","Calyptrogyne_anomala","Calyptrogyne_condensata","Calyptrogyne_costatifrons","Calyptrogyne_ghiesbreghtiana","Calyptrogyne_pubescens","Calyptrogyne_trichostachys","Calyptronoma_occidentalis","Calyptronoma_plumeriana","Calyptronoma_rivalis","Ceroxylon_alpinum","Ceroxylon_amazonicum","Ceroxylon_ceriferum","Ceroxylon_echinulatum","Ceroxylon_parvifrons","Ceroxylon_parvum","Ceroxylon_pityrophyllum","Ceroxylon_quindiuense","Ceroxylon_sasaimae","Ceroxylon_ventricosum","Ceroxylon_vogelianum","Chamaedorea_adscendens","Chamaedorea_allenii","Chamaedorea_amabilis","Chamaedorea_angustisecta","Chamaedorea_arenbergiana","Chamaedorea_brachyclada","Chamaedorea_brachypoda","Chamaedorea_carchensis","Chamaedorea_castillo-montii","Chamaedorea_cataractarum","Chamaedorea_correae","Chamaedorea_costaricana","Chamaedorea_dammeriana","Chamaedorea_deckeriana","Chamaedorea_deneversiana","Chamaedorea_elatior","Chamaedorea_elegans","Chamaedorea_fractiflexa","Chamaedorea_fragrans","Chamaedorea_geonomiformis","Chamaedorea_glaucifolia","Chamaedorea_graminifolia","Chamaedorea_guntheriana","Chamaedorea_hooperiana","Chamaedorea_ibarrae","Chamaedorea_keelerorum","Chamaedorea_klotzschiana","Chamaedorea_lehmannii","Chamaedorea_liebmannii","Chamaedorea_linearis","Chamaedorea_lucidifrons","Chamaedorea_macrospadix","Chamaedorea_metallica","Chamaedorea_microphylla","Chamaedorea_microspadix","Chamaedorea_murriensis","Chamaedorea_nationsiana","Chamaedorea_nubium","Chamaedorea_oblongata","Chamaedorea_oreophila","Chamaedorea_pachecoana","Chamaedorea_palmeriana","Chamaedorea_parvifolia","Chamaedorea_parvisecta","Chamaedorea_pauciflora","Chamaedorea_pinnatifrons","Chamaedorea_pittieri","Chamaedorea_plumosa","Chamaedorea_pochutlensis","Chamaedorea_pumila","Chamaedorea_pygmaea","Chamaedorea_queroana","Chamaedorea_radicalis","Chamaedorea_rhizomatosa","Chamaedorea_rigida","Chamaedorea_robertii","Chamaedorea_rojasiana","Chamaedorea_sartorii","Chamaedorea_scheryi","Chamaedorea_schiedeana","Chamaedorea_seifrizii","Chamaedorea_simplex","Chamaedorea_stolonifera","Chamaedorea_stricta","Chamaedorea_tenerrima","Chamaedorea_tepejilote","Chamaedorea_tuerckheimii","Chamaedorea_undulatifolia","Chamaedorea_verecunda","Chamaedorea_volcanensis","Chamaedorea_vulgata","Chamaedorea_warscewiczii","Chamaedorea_whitelockiana","Chamaedorea_woodsoniana","Chelyocarpus_chuco","Chelyocarpus_dianeurus","Chelyocarpus_repens","Chelyocarpus_ulei","Coccothrinax_argentata","Coccothrinax_argentea","Coccothrinax_barbadensis","Coccothrinax_borhidiana","Coccothrinax_crinita","Coccothrinax_ekmanii","Coccothrinax_gracilis","Coccothrinax_gundlachii","Coccothrinax_hioramii","Coccothrinax_miraguama","Coccothrinax_pauciramosa","Coccothrinax_salvatoris","Coccothrinax_spissa","Cocos_nucifera","Copernicia_alba","Copernicia_baileyana","Copernicia_berteroana","Copernicia_brittonorum","Copernicia_cowellii","Copernicia_ekmanii","Copernicia_gigas","Copernicia_glabrescens","Copernicia_hospita","Copernicia_macroglossa","Copernicia_prunifera","Copernicia_rigida","Copernicia_tectorum","Desmoncus_giganteus","Desmoncus_mitis","Desmoncus_orthacanthos","Desmoncus_polyacanthos","Desmoncus_stans","Elaeis_oleifera","Euterpe_broadwayi","Euterpe_catinga","Euterpe_edulis","Euterpe_longibracteata","Euterpe_luminosa","Euterpe_oleracea","Euterpe_precatoria","Gaussia_attenuata","Gaussia_gomez-pompae","Gaussia_maya","Gaussia_princeps","Gaussia_spirituana","Geonoma_aspidiifolia","Geonoma_baculifera","Geonoma_brongniartii","Geonoma_camana","Geonoma_chlamydostachys","Geonoma_chococola","Geonoma_concinna","Geonoma_congesta","Geonoma_cuneata","Geonoma_deversa","Geonoma_divisa","Geonoma_elegans","Geonoma_epetiolata","Geonoma_ferruginea","Geonoma_interrupta","Geonoma_laxiflora","Geonoma_leptospadix","Geonoma_longipedunculata","Geonoma_longivaginata","Geonoma_macrostachys","Geonoma_maxima","Geonoma_multisecta","Geonoma_oldemanii","Geonoma_oligoclona","Geonoma_orbignyana","Geonoma_paradoxa","Geonoma_pauciflora","Geonoma_poeppigiana","Geonoma_pohliana","Geonoma_schottiana","Geonoma_scoparia","Geonoma_simplicifrons","Geonoma_spinescens","Geonoma_stricta","Geonoma_tenuissima","Geonoma_triandra","Geonoma_triglochin","Geonoma_trigona","Geonoma_umbraculiformis","Geonoma_undata","Hemithrinax_compacta","Hemithrinax_ekmaniana","Hemithrinax_rivularis","Iriartea_deltoidea","Iriartella_setigera","Iriartella_stenocarpa","Itaya_amicorum","Jubaea_chilensis","Leopoldinia_piassaba","Leopoldinia_pulchra","Lepidocaryum_tenue","Leucothrinax_morrisii","Lytocaryum_hoehnei","Lytocaryum_weddellianum","Manicaria_saccifera","Mauritia_carana","Mauritia_flexuosa","Mauritiella_aculeata","Mauritiella_armata","Mauritiella_macroclada","Neonicholsonia_watsonii","Oenocarpus_bacaba","Oenocarpus_balickii","Oenocarpus_bataua","Oenocarpus_circumtextus","Oenocarpus_distichus","Oenocarpus_makeru","Oenocarpus_mapora","Oenocarpus_minor","Oenocarpus_simplex","Parajubaea_cocoides","Parajubaea_torallyi","Pholidostachys_dactyloides","Pholidostachys_kalbreyeri","Pholidostachys_pulchra","Pholidostachys_synanthera","Phytelephas_aequatorialis","Phytelephas_macrocarpa","Phytelephas_schottii","Phytelephas_seemannii","Phytelephas_tenuicaulis","Phytelephas_tumacana","Prestoea_acuminata","Prestoea_carderi","Prestoea_decurrens","Prestoea_ensiformis","Prestoea_longepetiolata","Prestoea_pubens","Prestoea_pubigera","Prestoea_schultzeana","Prestoea_simplicifolia","Prestoea_tenuiramosa","Pseudophoenix_ekmanii","Pseudophoenix_lediniana","Pseudophoenix_sargentii","Pseudophoenix_vinifera","Raphia_taedigera","Reinhardtia_elegans","Reinhardtia_gracilis","Reinhardtia_koschnyana","Reinhardtia_latisecta","Reinhardtia_paiewonskiana","Reinhardtia_simplex","Rhapidophyllum_hystrix","Roystonea_borinquena","Roystonea_dunlapiana","Roystonea_lenis","Roystonea_maisiana","Roystonea_oleracea","Roystonea_princeps","Roystonea_regia","Roystonea_stellata","Roystonea_violacea","Sabal_causiarum","Sabal_domingensis","Sabal_etonia","Sabal_gretherae","Sabal_maritima","Sabal_mauritiiformis","Sabal_mexicana","Sabal_minor","Sabal_palmetto","Sabal_pumos","Sabal_rosei","Sabal_uresana","Sabal_yapa","Schippia_concolor","Serenoa_repens","Socratea_exorrhiza","Socratea_hecatonandra","Socratea_montana","Socratea_rostrata","Socratea_salazarii","Syagrus_botryophora","Syagrus_campylospatha","Syagrus_cardenasii","Syagrus_cocoides","Syagrus_comosa","Syagrus_coronata","Syagrus_duartei","Syagrus_flexuosa","Syagrus_glaucescens","Syagrus_graminifolia","Syagrus_harleyi","Syagrus_inajai","Syagrus_macrocarpa","Syagrus_microphylla","Syagrus_oleracea","Syagrus_orinocensis","Syagrus_petraea","Syagrus_picrophylla","Syagrus_pleioclada","Syagrus_pseudococos","Syagrus_romanzoffiana","Syagrus_ruschiana","Syagrus_sancona","Syagrus_schizophylla","Syagrus_smithii","Syagrus_stratincola","Syagrus_vagans","Syagrus_werdermannii","Synechanthus_fibrosus","Synechanthus_warscewiczianus","Thrinax_excelsa","Thrinax_parviflora","Thrinax_radiata","Trithrinax_brasiliensis","Trithrinax_campestris","Trithrinax_schizophylla","Washingtonia_filifera","Washingtonia_robusta","Welfia_regia","Wendlandiella_gracilis","Wettinia_aequalis","Wettinia_aequatorialis","Wettinia_anomala","Wettinia_augusta","Wettinia_castanea","Wettinia_disticha","Wettinia_drudei","Wettinia_fascicularis","Wettinia_hirsuta","Wettinia_kalbreyeri","Wettinia_lanata","Wettinia_longipetala","Wettinia_maynensis","Wettinia_microcarpa","Wettinia_minima","Wettinia_oxycarpa","Wettinia_panamensis","Wettinia_praemorsa","Wettinia_quinaria","Wettinia_radiata","Wettinia_verruculosa","Zombia_antillarum"
"32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
